100 20 0.9
17 11 95 520.11
17 12 96 526.20
17 13 97 523.38
17 14 98 521.74
17 15 99 518.95
17 16 100 516.21
17 1 86 529.11
17 2 87 530.59
17 3 88 524.83
17 4 89 529.57
17 5 90 532.73
17 6 91 523.82
17 7 92 519.71
17 8 93 523.08
17 9 94 525.58
17 10 95 531.24
17 11 96 527.96
17 12 97 526.82
17 13 98 528.65
17 14 99 525.86
17 15 100 519.32
17 1 87 534.24
17 2 88 532.28
17 3 89 541.71
17 4 90 535.39
17 5 91 538.44
17 6 92 527.21
17 7 93 524.10
17 8 94 532.60
17 9 95 533.75
17 10 96 540.02
17 11 97 531.74
17 12 98 530.84
17 13 99 531.52
17 14 100 529.88
17 1 88 539.25
17 2 89 545.09
17 3 90 543.37
17 4 91 542.00
17 5 92 539.40
17 6 93 541.62
17 7 94 533.69
17 8 95 541.43
17 9 96 540.44
17 10 97 540.76
17 11 98 535.38
17 12 99 533.65
17 13 100 535.21
17 1 89 549.11
17 2 90 551.30
17 3 91 544.65
17 4 92 547.91
17 5 93 543.82
17 6 94 547.23
17 7 95 542.57
17 8 96 541.96
17 9 97 543.99
17 10 98 541.52
17 11 99 541.52
17 12 100 539.72
17 1 90 552.90
17 2 91 559.91
17 3 92 560.61
17 4 93 553.30
17 5 94 547.25
17 6 95 549.64
17 7 96 542.89
17 8 97 549.38
17 9 98 551.70
17 10 99 542.23
17 11 100 546.17
17 1 91 562.35
17 2 92 569.23
17 3 93 561.97
17 4 94 554.77
17 5 95 550.02
17 6 96 553.67
17 7 97 553.95
17 8 98 554.22
17 9 99 554.83
17 10 100 550.19
17 1 92 571.05
17 2 93 574.44
17 3 94 565.38
17 4 95 556.83
17 5 96 555.34
17 6 97 558.57
17 7 98 555.87
17 8 99 560.47
17 9 100 558.69
17 1 93 580.51
17 2 94 575.33
17 3 95 571.48
17 4 96 558.07
17 5 97 566.81
17 6 98 562.97
17 7 99 562.03
17 8 100 564.14
17 1 94 581.52
17 2 95 580.64
17 3 96 573.25
17 4 97 569.50
17 5 98 573.29
17 6 99 565.82
17 7 100 565.84
17 1 95 592.56
17 2 96 587.18
17 3 97 577.28
17 4 98 578.26
17 5 99 579.26
17 6 100 576.42
17 1 96 594.28
17 2 97 590.63
17 3 98 590.60
17 4 99 579.96
17 5 100 583.55
17 1 97 599.10
17 2 98 598.32
17 3 99 591.40
17 4 100 590.79
17 1 98 604.77
17 2 99 606.63
17 3 100 599.23
17 1 99 610.79
17 2 100 606.72
17 1 100 615.28
18 1 1 17.36
18 2 2 11.37
18 3 3 18.47
18 4 4 13.43
18 5 5 18.63
18 6 6 19.69
18 7 7 17.71
18 8 8 16.57
18 9 9 12.92
18 10 10 14.60
18 11 11 10.92
18 12 12 11.67
18 13 13 18.03
18 14 14 15.86
18 15 15 15.36
18 16 16 13.37
18 17 17 13.88
18 18 18 18.51
18 19 19 14.62
18 20 20 19.58
18 21 21 14.36
18 22 22 12.05
18 23 23 10.61
18 24 24 13.83
18 25 25 13.48
18 26 26 12.37
18 27 27 11.74
18 28 28 10.04
18 29 29 15.39
18 30 30 18.50
18 31 31 17.14
18 32 32 10.58
18 33 33 16.08
18 34 34 15.62
18 35 35 11.87
18 36 36 11.92
18 37 37 10.29
18 38 38 15.21
18 39 39 17.44
18 40 40 10.43
18 41 41 11.12
18 42 42 12.75
18 43 43 12.69
18 44 44 14.45
18 45 45 11.34
18 46 46 13.83
18 47 47 14.74
18 48 48 17.90
18 49 49 14.69
18 50 50 19.61
18 51 51 16.65
18 52 52 14.98
18 53 53 12.83
18 54 54 13.58
18 55 55 18.22
18 56 56 15.05
18 57 57 18.43
18 58 58 12.22
18 59 59 19.03
18 60 60 11.80
18 61 61 17.94
18 62 62 13.94
18 63 63 18.39
18 64 64 10.99
18 65 65 17.88
18 66 66 11.99
18 67 67 15.17
18 68 68 16.66
18 69 69 17.30
18 70 70 19.03
18 71 71 11.36
18 72 72 16.56
18 73 73 15.12
18 74 74 13.65
18 75 75 17.38
18 76 76 13.72
18 77 77 15.04
18 78 78 11.19
18 79 79 13.91
18 80 80 12.49
18 81 81 12.92
18 82 82 14.59
18 83 83 14.14
18 84 84 14.47
18 85 85 10.87
18 86 86 13.93
18 87 87 13.33
18 88 88 11.48
18 89 89 10.02
18 90 90 16.95
18 91 91 17.14
18 92 92 10.46
18 93 93 19.20
18 94 94 16.66
18 95 95 18.59
18 96 96 17.73
18 97 97 19.87
18 98 98 16.30
18 99 99 14.00
18 100 100 18.31
18 1 2 27.22
18 2 3 25.68
18 3 4 21.30
18 4 5 30.91
18 5 6 33.76
18 6 7 25.17
18 7 8 29.05
18 8 9 21.56
18 9 10 25.26
18 10 11 18.37
18 11 12 15.44
18 12 13 18.92
18 13 14 21.28
18 14 15 24.71
18 15 16 28.46
18 16 17 20.45
18 17 18 29.77
18 18 19 22.20
18 19 20 33.34
18 20 21 33.72
18 21 22 18.71
18 22 23 19.16
18 23 24 14.51
18 24 25 19.85
18 25 26 21.63
18 26 27 23.62
18 27 28 18.46
18 28 29 21.22
18 29 30 31.59
18 30 31 27.07
18 31 32 21.88
18 32 33 25.44
18 33 34 25.98
18 34 35 17.54
18 35 36 19.83
18 36 37 12.72
18 37 38 21.17
18 38 39 20.60
18 39 40 27.68
18 40 41 19.15
18 41 42 19.47
18 42 43 19.98
18 43 44 18.88
18 44 45 24.54
18 45 46 17.66
18 46 47 27.35
18 47 48 32.35
18 48 49 25.45
18 49 50 28.14
18 50 51 32.18
18 51 52 31.44
18 52 53 21.18
18 53 54 17.58
18 54 55 28.64
18 55 56 24.60
18 56 57 24.68
18 57 58 27.54
18 58 59 22.03
18 59 60 27.37
18 60 61 23.94
18 61 62 27.91
18 62 63 27.99
18 63 64 29.11
18 64 65 27.18
18 65 66 21.60
18 66 67 18.99
18 67 68 29.00
18 68 69 29.36
18 69 70 19.30
18 70 71 23.71
18 71 72 26.84
18 72 73 30.15
18 73 74 25.97
18 74 75 21.09
18 75 76 25.73
18 76 77 23.04
18 77 78 20.48
18 78 79 22.10
18 79 80 15.81
18 80 81 17.95
18 81 82 22.20
18 82 83 17.00
18 83 84 16.00
18 84 85 19.98
18 85 86 14.44
18 86 87 14.84
18 87 88 14.65
18 88 89 16.93
18 89 90 25.77
18 90 91 22.75
18 91 92 20.52
18 92 93 21.13
18 93 94 29.50
18 94 95 30.77
18 95 96 34.51
18 96 97 28.58
18 97 98 24.79
18 98 99 16.60
18 99 100 18.36
18 1 3 34.52
18 2 4 28.92
18 3 5 35.56
18 4 6 35.04
18 5 7 41.20
18 6 8 40.50
18 7 9 30.80
18 8 10 25.50
18 9 11 29.02
18 10 12 21.23
18 11 13 24.51
18 12 14 25.65
18 13 15 26.12
18 14 16 31.12
18 15 17 28.86
18 16 18 37.05
18 17 19 30.75
18 18 20 39.70
18 19 21 36.99
18 20 22 35.54
18 21 23 25.43
18 22 24 26.26
18 23 25 21.73
18 24 26 25.84
18 25 27 26.47
18 26 28 27.64
18 27 29 27.01
18 28 30 38.72
18 29 31 37.49
18 30 32 31.63
18 31 33 28.33
18 32 34 29.27
18 33 35 32.89
18 34 36 19.96
18 35 37 22.63
18 36 38 26.38
18 37 39 27.14
18 38 40 28.79
18 39 41 34.32
18 40 42 29.04
18 41 43 26.27
18 42 44 24.53
18 43 45 28.73
18 44 46 31.70
18 45 47 27.38
18 46 48 41.80
18 47 49 34.87
18 48 50 31.28
18 49 51 43.02
18 50 52 33.13
18 51 53 36.95
18 52 54 30.46
18 53 55 32.10
18 54 56 33.87
18 55 57 39.66
18 56 58 29.47
18 57 59 30.31
18 58 60 33.81
18 59 61 28.85
18 60 62 35.18
18 61 63 29.95
18 62 64 33.79
18 63 65 31.60
18 64 66 29.71
18 65 67 35.06
18 66 68 29.08
18 67 69 39.28
18 68 70 30.58
18 69 71 24.96
18 70 72 40.23
18 71 73 41.42
18 72 74 30.79
18 73 75 34.74
18 74 76 30.43
18 75 77 39.76
18 76 78 24.24
18 77 79 26.52
18 78 80 23.91
18 79 81 24.18
18 80 82 23.72
18 81 83 27.83
18 82 84 27.13
18 83 85 20.63
18 84 86 26.77
18 85 87 16.80
18 86 88 21.93
18 87 89 22.59
18 88 90 30.19
18 89 91 32.46
18 90 92 29.36
18 91 93 22.53
18 92 94 30.03
18 93 95 37.23
18 94 96 47.88
18 95 97 43.20
18 96 98 29.11
18 97 99 35.80
18 98 100 32.78
18 1 4 39.67
18 2 5 39.46
18 3 6 48.09
18 4 7 43.10
18 5 8 48.69
18 6 9 45.79
18 7 10 41.29
18 8 11 35.82
18 9 12 29.34
18 10 13 34.94
18 11 14 28.22
18 12 15 35.81
18 13 16 37.01
18 14 17 38.64
18 15 18 38.53
18 16 19 40.72
18 17 20 44.82
18 18 21 44.55
18 19 22 40.79
18 20 23 40.40
18 21 24 29.57
18 22 25 26.96
18 23 26 28.23
18 24 27 30.80
18 25 28 35.15
18 26 29 29.89
18 27 30 42.31
18 28 31 40.34
18 29 32 38.86
18 30 33 44.55
18 31 34 29.44
18 32 35 34.68
18 33 36 33.97
18 34 37 29.95
18 35 38 32.40
18 36 39 30.62
18 37 40 32.90
18 38 41 39.19
18 39 42 35.29
18 40 43 34.59
18 41 44 34.43
18 42 45 34.23
18 43 46 34.19
18 44 47 33.36
18 45 48 44.14
18 46 49 47.71
18 47 50 41.56
18 48 51 47.59
18 49 52 43.45
18 50 53 40.84
18 51 54 43.90
18 52 55 34.83
18 53 56 40.98
18 54 57 40.03
18 55 58 41.00
18 56 59 40.75
18 57 60 36.34
18 58 61 35.76
18 59 62 42.59
18 60 63 38.76
18 61 64 35.15
18 62 65 41.80
18 63 66 36.63
18 64 67 35.66
18 65 68 43.33
18 66 69 44.10
18 67 70 44.91
18 68 71 38.68
18 69 72 41.15
18 70 73 49.96
18 71 74 42.03
18 72 75 38.47
18 73 76 44.25
18 74 77 42.76
18 75 78 40.16
18 76 79 29.16
18 77 80 32.78
18 78 81 34.17
18 79 82 35.06
18 80 83 30.92
18 81 84 36.83
18 82 85 27.54
18 83 86 27.34
18 84 87 29.73
18 85 88 25.72
18 86 89 30.91
18 87 90 33.75
18 88 91 39.47
18 89 92 38.10
18 90 93 36.45
18 91 94 36.79
18 92 95 37.64
18 93 96 48.23
18 94 97 50.01
18 95 98 43.63
18 96 99 39.58
18 97 100 37.35
18 1 5 48.65
18 2 6 56.82
18 3 7 56.10
18 4 8 58.87
18 5 9 56.55
18 6 10 50.11
18 7 11 47.42
18 8 12 37.61
18 9 13 45.12
18 10 14 35.38
18 11 15 37.88
18 12 16 40.16
18 13 17 45.98
18 14 18 39.14
18 15 19 45.44
18 16 20 48.08
18 17 21 57.31
18 18 22 54.07
18 19 23 49.13
18 20 24 42.50
18 21 25 37.88
18 22 26 33.36
18 23 27 34.56
18 24 28 37.18
18 25 29 41.60
18 26 30 43.45
18 27 31 43.02
18 28 32 48.62
18 29 33 45.30
18 30 34 44.66
18 31 35 38.32
18 32 36 42.10
18 33 37 40.33
18 34 38 36.27
18 35 39 37.31
18 36 40 40.97
18 37 41 40.13
18 38 42 44.31
18 39 43 37.31
18 40 44 39.87
18 41 45 42.48
18 42 46 36.49
18 43 47 37.75
18 44 48 46.35
18 45 49 52.38
18 46 50 52.97
18 47 51 54.56
18 48 52 47.62
18 49 53 47.06
18 50 54 45.40
18 51 55 45.38
18 52 56 43.55
18 53 57 46.93
18 54 58 50.49
18 55 59 54.55
18 56 60 50.79
18 57 61 47.40
18 58 62 49.36
18 59 63 49.72
18 60 64 46.16
18 61 65 47.86
18 62 66 42.08
18 63 67 37.48
18 64 68 46.02
18 65 69 46.51
18 66 70 46.97
18 67 71 52.83
18 68 72 43.00
18 69 73 53.13
18 70 74 50.02
18 71 75 43.76
18 72 76 48.01
18 73 77 48.99
18 74 78 44.57
18 75 79 42.33
18 76 80 35.88
18 77 81 37.56
18 78 82 36.96
18 79 83 36.65
18 80 84 37.94
18 81 85 37.17
18 82 86 31.38
18 83 87 31.36
18 84 88 35.89
18 85 89 32.29
18 86 90 36.80
18 87 91 43.28
18 88 92 41.57
18 89 93 40.14
18 90 94 38.55
18 91 95 51.90
18 92 96 51.78
18 93 97 65.11
18 94 98 56.31
18 95 99 46.61
18 96 100 41.10
18 1 6 63.28
18 2 7 59.59
18 3 8 60.53
18 4 9 61.61
18 5 10 60.71
18 6 11 58.12
18 7 12 47.53
18 8 13 46.68
18 9 14 45.69
18 10 15 38.25
18 11 16 48.32
18 12 17 48.20
18 13 18 50.63
18 14 19 45.51
18 15 20 55.89
18 16 21 59.61
18 17 22 58.43
18 18 23 61.38
18 19 24 54.88
18 20 25 55.73
18 21 26 41.89
18 22 27 39.27
18 23 28 44.38
18 24 29 48.24
18 25 30 44.03
18 26 31 51.12
18 27 32 49.46
18 28 33 50.38
18 29 34 56.89
18 30 35 49.28
18 31 36 48.28
18 32 37 45.36
18 33 38 40.95
18 34 39 39.25
18 35 40 47.18
18 36 41 47.99
18 37 42 48.33
18 38 43 47.35
18 39 44 45.87
18 40 45 49.91
18 41 46 47.03
18 42 47 43.41
18 43 48 50.37
18 44 49 57.79
18 45 50 57.50
18 46 51 56.15
18 47 52 57.28
18 48 53 56.40
18 49 54 59.90
18 50 55 46.59
18 51 56 56.56
18 52 57 49.31
18 53 58 54.88
18 54 59 61.72
18 55 60 59.39
18 56 61 55.60
18 57 62 54.10
18 58 63 50.89
18 59 64 51.99
18 60 65 48.38
18 61 66 54.77
18 62 67 44.57
18 63 68 46.48
18 64 69 50.08
18 65 70 50.89
18 66 71 53.07
18 67 72 52.89
18 68 73 55.90
18 69 74 54.21
18 70 75 58.85
18 71 76 51.61
18 72 77 55.76
18 73 78 49.46
18 74 79 46.60
18 75 80 51.72
18 76 81 37.70
18 77 82 43.94
18 78 83 41.96
18 79 84 42.98
18 80 85 43.51
18 81 86 39.56
18 82 87 37.70
18 83 88 39.14
18 84 89 45.52
18 85 90 44.87
18 86 91 47.46
18 87 92 44.57
18 88 93 43.41
18 89 94 44.99
18 90 95 54.93
18 91 96 52.94
18 92 97 65.92
18 93 98 65.59
18 94 99 59.28
18 95 100 56.48
18 1 7 70.12
18 2 8 62.78
18 3 9 67.90
18 4 10 65.29
18 5 11 62.22
18 6 12 61.78
18 7 13 48.61
18 8 14 48.55
18 9 15 46.49
18 10 16 48.86
18 11 17 53.12
18 12 18 52.20
18 13 19 55.89
18 14 20 61.33
18 15 21 69.00
18 16 22 60.14
18 17 23 62.79
18 18 24 63.17
18 19 25 57.49
18 20 26 57.58
18 21 27 47.12
18 22 28 47.58
18 23 29 51.08
18 24 30 56.32
18 25 31 58.75
18 26 32 60.43
18 27 33 60.33
18 28 34 58.40
18 29 35 57.98
18 30 36 54.87
18 31 37 48.74
18 32 38 48.46
18 33 39 51.18
18 34 40 48.56
18 35 41 50.03
18 36 42 50.09
18 37 43 51.96
18 38 44 48.83
18 39 45 54.52
18 40 46 50.30
18 41 47 50.84
18 42 48 60.87
18 43 49 60.12
18 44 50 63.33
18 45 51 62.03
18 46 52 70.24
18 47 53 59.71
18 48 54 60.79
18 49 55 60.68
18 50 56 60.22
18 51 57 57.25
18 52 58 61.08
18 53 59 68.27
18 54 60 69.21
18 55 61 63.58
18 56 62 63.76
18 57 63 60.27
18 58 64 53.10
18 59 65 65.03
18 60 66 59.78
18 61 67 58.50
18 62 68 49.10
18 63 69 52.02
18 64 70 54.43
18 65 71 61.50
18 66 72 53.60
18 67 73 58.59
18 68 74 55.93
18 69 75 60.45
18 70 76 67.35
18 71 77 60.56
18 72 78 60.03
18 73 79 56.85
18 74 80 56.39
18 75 81 53.83
18 76 82 50.36
18 77 83 51.60
18 78 84 45.98
18 79 85 47.64
18 80 86 45.96
18 81 87 43.22
18 82 88 42.00
18 83 89 45.98
18 84 90 55.69
18 85 91 51.00
18 86 92 53.70
18 87 93 46.95
18 88 94 45.42
18 89 95 59.77
18 90 96 56.08
18 91 97 68.19
18 92 98 66.20
18 93 99 69.16
18 94 100 62.05
18 1 8 78.49
18 2 9 73.17
18 3 10 77.47
18 4 11 67.83
18 5 12 67.82
18 6 13 68.19
18 7 14 55.26
18 8 15 48.92
18 9 16 52.19
18 10 17 56.12
18 11 18 61.49
18 12 19 63.78
18 13 20 71.53
18 14 21 75.20
18 15 22 71.79
18 16 23 67.77
18 17 24 71.50
18 18 25 67.49
18 19 26 57.75
18 20 27 61.20
18 21 28 50.26
18 22 29 53.14
18 23 30 57.23
18 24 31 59.78
18 25 32 63.91
18 26 33 67.26
18 27 34 65.02
18 28 35 64.37
18 29 36 64.42
18 30 37 57.50
18 31 38 59.55
18 32 39 53.00
18 33 40 54.14
18 34 41 54.45
18 35 42 55.86
18 36 43 55.22
18 37 44 56.48
18 38 45 56.73
18 39 46 57.36
18 40 47 51.32
18 41 48 61.73
18 42 49 64.15
18 43 50 66.70
18 44 51 70.64
18 45 52 73.33
18 46 53 73.53
18 47 54 68.61
18 48 55 67.59
18 49 56 60.98
18 50 57 63.40
18 51 58 65.30
18 52 59 70.63
18 53 60 71.86
18 54 61 70.86
18 55 62 70.25
18 56 63 69.81
18 57 64 65.50
18 58 65 69.50
18 59 66 70.46
18 60 67 65.40
18 61 68 66.82
18 62 69 64.52
18 63 70 58.00
18 64 71 62.64
18 65 72 61.93
18 66 73 65.49
18 67 74 70.51
18 68 75 70.51
18 69 76 69.67
18 70 77 67.55
18 71 78 67.28
18 72 79 60.67
18 73 80 59.94
18 74 81 56.71
18 75 82 54.16
18 76 83 51.90
18 77 84 54.60
18 78 85 56.75
18 79 86 52.03
18 80 87 50.09
18 81 88 50.23
18 82 89 46.83
18 83 90 56.35
18 84 91 58.65
18 85 92 55.44
18 86 93 57.60
18 87 94 53.11
18 88 95 62.65
18 89 96 65.11
18 90 97 75.05
18 91 98 73.52
18 92 99 76.18
18 93 100 73.92
18 1 9 83.79
18 2 10 82.77
18 3 11 79.08
18 4 12 72.54
18 5 13 72.45
18 6 14 70.95
18 7 15 56.07
18 8 16 61.14
18 9 17 64.01
18 10 18 68.82
18 11 19 68.70
18 12 20 80.05
18 13 21 81.02
18 14 22 75.80
18 15 23 73.65
18 16 24 74.64
18 17 25 79.06
18 18 26 74.02
18 19 27 61.75
18 20 28 65.76
18 21 29 62.72
18 22 30 63.81
18 23 31 60.01
18 24 32 67.77
18 25 33 69.76
18 26 34 69.77
18 27 35 72.68
18 28 36 70.11
18 29 37 66.19
18 30 38 62.95
18 31 39 66.25
18 32 40 58.93
18 33 41 64.21
18 34 42 65.14
18 35 43 63.34
18 36 44 60.88
18 37 45 65.91
18 38 46 66.36
18 39 47 58.41
18 40 48 63.83
18 41 49 71.43
18 42 50 70.33
18 43 51 74.29
18 44 52 75.36
18 45 53 74.95
18 46 54 82.38
18 47 55 76.21
18 48 56 72.67
18 49 57 70.62
18 50 58 66.49
18 51 59 71.85
18 52 60 74.28
18 53 61 72.60
18 54 62 71.75
18 55 63 70.87
18 56 64 76.37
18 57 65 73.85
18 58 66 71.64
18 59 67 71.82
18 60 68 68.87
18 61 69 78.97
18 62 70 66.48
18 63 71 66.07
18 64 72 72.80
18 65 73 72.56
18 66 74 71.41
18 67 75 71.55
18 68 76 80.20
18 69 77 70.50
18 70 78 75.62
18 71 79 70.95
18 72 80 71.96
18 73 81 67.46
18 74 82 60.52
18 75 83 54.70
18 76 84 57.41
18 77 85 58.70
18 78 86 58.23
18 79 87 53.23
18 80 88 54.46
18 81 89 57.20
18 82 90 56.38
18 83 91 66.25
18 84 92 60.75
18 85 93 58.70
18 86 94 58.40
18 87 95 68.57
18 88 96 65.61
18 89 97 78.90
18 90 98 78.59
18 91 99 77.71
18 92 100 76.59
18 1 10 87.95
18 2 11 83.24
18 3 12 86.29
18 4 13 74.53
18 5 14 81.91
18 6 15 74.08
18 7 16 61.89
18 8 17 67.94
18 9 18 71.30
18 10 19 74.56
18 11 20 81.48
18 12 21 86.64
18 13 22 82.15
18 14 23 81.49
18 15 24 84.21
18 16 25 79.85
18 17 26 80.73
18 18 27 77.73
18 19 28 67.11
18 20 29 78.46
18 21 30 72.94
18 22 31 65.26
18 23 32 70.19
18 24 33 72.01
18 25 34 73.45
18 26 35 74.25
18 27 36 77.73
18 28 37 72.65
18 29 38 72.62
18 30 39 68.83
18 31 40 72.93
18 32 41 64.21
18 33 42 67.13
18 34 43 71.27
18 35 44 65.14
18 36 45 69.39
18 37 46 67.99
18 38 47 67.33
18 39 48 74.43
18 40 49 76.27
18 41 50 79.73
18 42 51 74.98
18 43 52 83.86
18 44 53 80.88
18 45 54 86.06
18 46 55 86.64
18 47 56 84.39
18 48 57 82.12
18 49 58 73.82
18 50 59 76.30
18 51 60 83.34
18 52 61 76.56
18 53 62 79.27
18 54 63 73.92
18 55 64 80.75
18 56 65 80.49
18 57 66 80.71
18 58 67 73.00
18 59 68 77.81
18 60 69 80.33
18 61 70 82.47
18 62 71 73.80
18 63 72 77.61
18 64 73 80.00
18 65 74 74.77
18 66 75 76.28
18 67 76 85.17
18 68 77 84.63
18 69 78 80.16
18 70 79 84.21
18 71 80 76.50
18 72 81 73.75
18 73 82 70.86
18 74 83 67.35
18 75 84 66.43
18 76 85 58.99
18 77 86 61.50
18 78 87 58.85
18 79 88 59.04
18 80 89 61.40
18 81 90 61.97
18 82 91 66.82
18 83 92 67.94
18 84 93 69.60
18 85 94 59.05
18 86 95 75.99
18 87 96 70.37
18 88 97 80.90
18 89 98 83.15
18 90 99 80.94
18 91 100 80.73
18 1 11 91.03
18 2 12 91.65
18 3 13 92.57
18 4 14 88.47
18 5 15 85.04
18 6 16 78.75
18 7 17 73.41
18 8 18 73.39
18 9 19 80.12
18 10 20 84.71
18 11 21 92.70
18 12 22 92.31
18 13 23 88.83
18 14 24 86.42
18 15 25 85.03
18 16 26 81.22
18 17 27 81.44
18 18 28 82.93
18 19 29 81.52
18 20 30 81.90
18 21 31 78.29
18 22 32 72.45
18 23 33 72.56
18 24 34 85.18
18 25 35 74.67
18 26 36 79.54
18 27 37 80.26
18 28 38 78.91
18 29 39 76.57
18 30 40 76.60
18 31 41 76.11
18 32 42 76.20
18 33 43 76.87
18 34 44 72.19
18 35 45 75.27
18 36 46 71.14
18 37 47 70.22
18 38 48 77.27
18 39 49 79.78
18 40 50 80.27
18 41 51 80.06
18 42 52 88.57
18 43 53 87.60
18 44 54 88.76
18 45 55 87.63
18 46 56 90.34
18 47 57 94.03
18 48 58 85.55
18 49 59 82.10
18 50 60 87.75
18 51 61 83.56
18 52 62 83.03
18 53 63 80.86
18 54 64 83.32
18 55 65 81.86
18 56 66 86.68
18 57 67 89.81
18 58 68 80.24
18 59 69 80.35
18 60 70 86.85
18 61 71 84.91
18 62 72 79.05
18 63 73 88.89
18 64 74 83.75
18 65 75 91.21
18 66 76 87.05
18 67 77 90.83
18 68 78 85.69
18 69 79 85.23
18 70 80 87.73
18 71 81 80.12
18 72 82 77.31
18 73 83 77.78
18 74 84 74.68
18 75 85 70.41
18 76 86 66.94
18 77 87 62.14
18 78 88 65.73
18 79 89 66.05
18 80 90 66.76
18 81 91 70.53
18 82 92 74.90
18 83 93 71.77
18 84 94 69.97
18 85 95 77.09
18 86 96 77.67
18 87 97 85.57
18 88 98 84.19
18 89 99 84.72
18 90 100 92.81
18 1 12 99.04
18 2 13 94.74
18 3 14 101.57
18 4 15 88.79
18 5 16 88.89
18 6 17 90.05
18 7 18 75.03
18 8 19 83.14
18 9 20 88.21
18 10 21 93.98
18 11 22 96.44
18 12 23 92.43
18 13 24 89.77
18 14 25 88.25
18 15 26 86.36
18 16 27 83.52
18 17 28 90.38
18 18 29 92.60
18 19 30 89.13
18 20 31 84.28
18 21 32 83.51
18 22 33 81.39
18 23 34 86.20
18 24 35 85.49
18 25 36 83.38
18 26 37 81.18
18 27 38 82.12
18 28 39 85.97
18 29 40 78.29
18 30 41 81.58
18 31 42 80.68
18 32 43 83.20
18 33 44 81.21
18 34 45 76.90
18 35 46 78.34
18 36 47 73.85
18 37 48 86.56
18 38 49 84.30
18 39 50 83.26
18 40 51 88.67
18 41 52 91.72
18 42 53 95.25
18 43 54 97.12
18 44 55 89.98
18 45 56 92.80
18 46 57 100.99
18 47 58 96.07
18 48 59 86.97
18 49 60 92.49
18 50 61 92.65
18 51 62 86.25
18 52 63 91.08
18 53 64 84.53
18 54 65 92.62
18 55 66 90.62
18 56 67 90.81
18 57 68 96.09
18 58 69 91.24
18 59 70 92.55
18 60 71 90.48
18 61 72 95.79
18 62 73 89.63
18 63 74 90.93
18 64 75 92.87
18 65 76 95.92
18 66 77 94.68
18 67 78 94.09
18 68 79 91.64
18 69 80 93.80
18 70 81 89.15
18 71 82 86.71
18 72 83 81.17
18 73 84 78.43
18 74 85 78.57
18 75 86 74.61
18 76 87 71.55
18 77 88 68.99
18 78 89 75.17
18 79 90 67.66
18 80 91 80.16
18 81 92 78.92
18 82 93 76.02
18 83 94 73.69
18 84 95 87.24
18 85 96 78.21
18 86 97 94.49
18 87 98 93.14
18 88 99 90.40
18 89 100 93.10
18 1 13 104.30
18 2 14 104.75
18 3 15 103.89
18 4 16 92.26
18 5 17 98.56
18 6 18 92.26
18 7 19 89.60
18 8 20 96.42
18 9 21 100.03
18 10 22 97.98
18 11 23 101.06
18 12 24 96.91
18 13 25 92.89
18 14 26 95.01
18 15 27 92.36
18 16 28 92.00
18 17 29 99.31
18 18 30 97.65
18 19 31 97.70
18 20 32 89.38
18 21 33 86.03
18 22 34 88.37
18 23 35 89.17
18 24 36 88.58
18 25 37 85.83
18 26 38 92.54
18 27 39 89.48
18 28 40 87.13
18 29 41 88.77
18 30 42 83.70
18 31 43 90.09
18 32 44 87.17
18 33 45 91.91
18 34 46 81.11
18 35 47 84.41
18 36 48 87.65
18 37 49 91.24
18 38 50 86.82
18 39 51 94.22
18 40 52 94.08
18 41 53 97.54
18 42 54 103.00
18 43 55 101.52
18 44 56 104.04
18 45 57 104.62
18 46 58 108.81
18 47 59 99.35
18 48 60 95.08
18 49 61 102.09
18 50 62 99.44
18 51 63 102.51
18 52 64 91.97
18 53 65 95.31
18 54 66 101.16
18 55 67 100.21
18 56 68 96.72
18 57 69 103.95
18 58 70 99.50
18 59 71 95.71
18 60 72 95.99
18 61 73 106.78
18 62 74 96.33
18 63 75 96.09
18 64 76 99.58
18 65 77 96.34
18 66 78 95.02
18 67 79 94.23
18 68 80 96.84
18 69 81 95.22
18 70 82 91.75
18 71 83 89.40
18 72 84 84.12
18 73 85 89.19
18 74 86 80.62
18 75 87 80.97
18 76 88 75.01
18 77 89 76.03
18 78 90 75.83
18 79 91 82.23
18 80 92 85.54
18 81 93 81.48
18 82 94 82.05
18 83 95 90.63
18 84 96 87.88
18 85 97 95.02
18 86 98 94.69
18 87 99 94.15
18 88 100 101.18
18 1 14 115.69
18 2 15 106.14
18 3 16 106.62
18 4 17 100.53
18 5 18 99.63
18 6 19 99.52
18 7 20 103.73
18 8 21 101.14
18 9 22 100.89
18 10 23 102.89
18 11 24 102.28
18 12 25 98.34
18 13 26 97.76
18 14 27 97.13
18 15 28 93.80
18 16 29 99.61
18 17 30 107.47
18 18 31 103.68
18 19 32 100.22
18 20 33 95.34
18 21 34 99.26
18 22 35 89.43
18 23 36 90.43
18 24 37 91.00
18 25 38 96.31
18 26 39 97.17
18 27 40 94.62
18 28 41 90.78
18 29 42 90.37
18 30 43 94.21
18 31 44 94.31
18 32 45 92.26
18 33 46 95.87
18 34 47 89.24
18 35 48 94.17
18 36 49 95.28
18 37 50 96.97
18 38 51 102.09
18 39 52 104.74
18 40 53 101.86
18 41 54 108.14
18 42 55 109.24
18 43 56 109.80
18 44 57 112.44
18 45 58 112.85
18 46 59 112.19
18 47 60 106.78
18 48 61 102.33
18 49 62 114.05
18 50 63 105.84
18 51 64 103.85
